Product Name,Product URL,Brand,Sale Price,Mrp,Discount Percentage,Number Of Ratings,Number Of Reviews,Upc,Star Rating,Ram
"XOLO T1000 (Black, 4 GB)",https://www.flipkart.com/xolo-t1000-black-4-gb/p/itmdmnpqsasmcvsp?pid=MOBDMKDAKQGCYZ6D,XOLO,14153,14153,0,333,130,MOBDMKDAKQGCYZ6D,3.8,1 GB
"GIONEE Pioneer P3 (White, 4 GB)",https://www.flipkart.com/gionee-pioneer-p3-white-4-gb/p/itmeuyd9mrwucapm?pid=MOBDRKHTA3UXHAVD,GIONEE,6500,6500,0,437,78,MOBDRKHTA3UXHAVD,3.6,512 MB
"KARBONN Titanium S4 (Black, 4 GB)",https://www.flipkart.com/karbonn-titanium-s4-black-4-gb/p/itmeuyd7ngtjukx2?pid=MOBDRYWHA3ZU9BRT,KARBONN,13298,13298,0,28,7,MOBDRYWHA3ZU9BRT,3.3,1 GB
"KARBONN Titanium S4 (White, 4 GB)",https://www.flipkart.com/karbonn-titanium-s4-white-4-gb/p/itmeuyd7ngtjukx2?pid=MOBDRYWHFVVQHQVZ,KARBONN,14990,14990,0,28,7,MOBDRYWHFVVQHQVZ,3.3,1 GB
"Micromax Bolt A71 (Black, 165 MB)",https://www.flipkart.com/micromax-bolt-a71-black-165-mb/p/itmevt7suv5djbyw?pid=MOBDSMAJ5UUJUDDE,Micromax,6499,7499,13,61,8,MOBDSMAJ5UUJUDDE,3.1,512 MB
"Lenovo S930 (Silver, 8 GB)",https://www.flipkart.com/lenovo-s930-silver-8-gb/p/itmdsn9rwdsnetyc?pid=MOBDSN9HMAYFGMVY,Lenovo,13604,13604,0,104,35,MOBDSN9HMAYFGMVY,4.3,1 GB
"Micromax Canvas Elanza A93 (Black Silver, 4 GB)",https://www.flipkart.com/micromax-canvas-elanza-a93-black-silver-4-gb/p/itmeuyd928cktuxr?pid=MOBDTHG6ECNAFGQA,Micromax,7700,7700,0,105,24,MOBDTHG6ECNAFGQA,3.4,1 GB
"KARBONN A19 (Black Silver, 4 GB)",https://www.flipkart.com/karbonn-a19-black-silver-4-gb/p/itmeuyd5jhhqegjx?pid=MOBDTSDFMEPZP4WT,KARBONN,6999,6999,0,55,8,MOBDTSDFMEPZP4WT,3.4,512 MB
"LG L90 Dual (White, 8 GB)",https://www.flipkart.com/lg-l90-dual-white-8-gb/p/itmduhducxydbdah?pid=MOBDUHDUCXYDBDAH,LG,15532,15532,0,450,146,MOBDUHDUCXYDBDAH,4.2,1 GB
"LG Optimus L70 (Black, 4 GB)",https://www.flipkart.com/lg-optimus-l70-black-4-gb/p/itme6jeyz2qtffu8?pid=MOBDV25HDHGZTQZZ,LG,12791,12791,0,79,17,MOBDV25HDHGZTQZZ,4.1,1 GB
"LG G Pro 2 (Titan, 16 GB)",https://www.flipkart.com/lg-g-pro-2-titan-16-gb/p/itmeuyd6rwntrvba?pid=MOBDVRGDJUYNH4CC,LG,42021,42021,0,243,74,MOBDVRGDJUYNH4CC,4.5,3 GB
"MI3 (Metallic Grey, 16 GB)",https://www.flipkart.com/mi3-metallic-grey-16-gb/p/itmdxsvrrerjhztf?pid=MOBDXSVH7HHHNK8J,MI3,13999,13999,0,15184,5132,MOBDXSVH7HHHNK8J,4.4,2 GB
"ASUS Zenfone 4 (Red, 8 GB)",https://www.flipkart.com/asus-zenfone-4-red-8-gb/p/itmeuyd8dqe79wcm?pid=MOBDXZ9W2TG79YJR,ASUS,7499,7499,0,31375,4476,MOBDXZ9W2TG79YJR,3.9,1 GB
"ASUS Zenfone 5 A501CG (Gold, 8 GB)",https://www.flipkart.com/asus-zenfone-5-a501cg-gold-8-gb/p/itmeuydansgfvjtp?pid=MOBDXZ9W7DHYYWEP,ASUS,8499,8499,0,43279,8926,MOBDXZ9W7DHYYWEP,4.2,2 GB
"ASUS Zenfone 4 (Yellow, 8 GB)",https://www.flipkart.com/asus-zenfone-4-yellow-8-gb/p/itmeuyd8dqe79wcm?pid=MOBDXZAYUUSQVNYW,ASUS,7499,7499,0,31375,4476,MOBDXZAYUUSQVNYW,3.9,1 GB
"Micromax Canvas 2 Colors A120 (Grey, 4 GB)",https://www.flipkart.com/micromax-canvas-2-colors-a120-grey-4-gb/p/itmevt7upzzvjb9d?pid=MOBDYR2EU5Q2RXHG,Micromax,9005,9005,0,4963,745,MOBDYR2EU5Q2RXHG,3.9,1 GB
"HPL A35 (Black, 512 MB)",https://www.flipkart.com/hpl-a35-black-512-mb/p/itmdz5wb8fce6mng?pid=MOBDZ5WBYTYMFFPK,HPL,1190,1190,0,10,0,MOBDZ5WBYTYMFFPK,2.9,256 MB
"Moto X (2nd Generation) (Black Leather, 16 GB)",https://www.flipkart.com/moto-x-2nd-generation-black-leather-16-gb/p/itmevt7pswhqcw2y?pid=MOBDZ7WZFXPXWFE8,Motorola,23999,23999,0,6199,1187,MOBDZ7WZFXPXWFE8,4.2,2 GB
"XOLO Omega 5.0 (Black, 8 GB)",https://www.flipkart.com/xolo-omega-5-0-black-8-gb/p/itme2pp8f4vf5ata?pid=MOBE2PP8GSVUJVKW,XOLO,8990,8990,0,567,80,MOBE2PP8GSVUJVKW,3.8,1 GB
"Moto Turbo (Black, 64 GB)",https://www.flipkart.com/moto-turbo-black-64-gb/p/itme45h87vyhb3mg?pid=MOBE45H673ZGUCVX,Motorola,31999,31999,0,3880,1101,MOBE45H673ZGUCVX,4.2,3 GB
"Honor 6 Plus (Black, 32 GB)",https://www.flipkart.com/honor-6-plus-black-32-gb/p/itmeuyd8azmuvpz6?pid=MOBE5DYUDJFNFJFM,Honor,26499,26499,0,743,169,MOBE5DYUDJFNFJFM,3.9,3 GB
"Micromax Canvas Juice 2 (Silver, 8 GB)",https://www.flipkart.com/micromax-canvas-juice-2-silver-8-gb/p/itme5yax3f6nhefn?pid=MOBE5YAXUWBQ96ZF,Micromax,9500,9999,4,5896,489,MOBE5YAXUWBQ96ZF,3.8,2 GB
"SAMSUNG Galaxy S6 Edge (Black Sapphire, 32 GB)",https://www.flipkart.com/samsung-galaxy-s6-edge-black-sapphire-32-gb/p/itme5z4azvgnwqhm?pid=MOBE5Z49V4ZHZPRH,SAMSUNG,37299,37299,0,1217,266,MOBE5Z49V4ZHZPRH,4,3 GB
"Moto G (3rd Generation) (White, 16 GB)",https://www.flipkart.com/moto-g-3rd-generation-white-16-gb/p/itmevt7xpsh38yhy?pid=MOBE6KK9YZJBYGUC,Motorola,10999,10999,0,205420,20519,MOBE6KK9YZJBYGUC,4.3,2 GB
"GIONEE Pioneer P4S (Black, 8 GB)",https://www.flipkart.com/gionee-pioneer-p4s-black-8-gb/p/itme7zg2egmnarry?pid=MOBE78SH98YF2SSZ,GIONEE,7800,7800,0,161,14,MOBE78SH98YF2SSZ,3.5,1 GB
"Lenovo K3 Note (Yellow, 16 GB)",https://www.flipkart.com/lenovo-k3-note-yellow-16-gb/p/itmeuydazkswhfrr?pid=MOBE8AHAEG8GFCMX,Lenovo,9999,9999,0,224472,24499,MOBE8AHAEG8GFCMX,4,2 GB
"Micromax Canvas Selfie Lens (Moon Dust Grey, 8 GB)",https://www.flipkart.com/micromax-canvas-selfie-lens-moon-dust-grey-8-gb/p/itme8rtghfndkzjr?pid=MOBE8RTGJEX3WFYK,Micromax,8000,8000,0,515,82,MOBE8RTGJEX3WFYK,3.8,1 GB
"Micromax Canvas Nitro 2 (White & Gold, 16 GB)",https://www.flipkart.com/micromax-canvas-nitro-2-white-gold-16-gb/p/itmeuyd7n4azspfa?pid=MOBE8TJBHGQYHNPT,Micromax,7999,7999,0,8988,1194,MOBE8TJBHGQYHNPT,3.9,2 GB
"Panasonic Eluga Z (Midnight Blue, 16 GB)",https://www.flipkart.com/panasonic-eluga-z-midnight-blue-16-gb/p/itme9g2feend6shb?pid=MOBE9G2F6DT7QMGQ,Panasonic,8999,11933,24,495,69,MOBE9G2F6DT7QMGQ,3.5,2 GB
"ASUS Zenfone Selfie (Silver, 16 GB)",https://www.flipkart.com/asus-zenfone-selfie-silver-16-gb/p/itmebpvetvsjgp4n?pid=MOBE9YR6VSUHZXDY,ASUS,9975,10500,5,6681,898,MOBE9YR6VSUHZXDY,3.9,2 GB
"ASUS Zenfone 2 Laser (Black, 16 GB)",https://www.flipkart.com/asus-zenfone-2-laser-black-16-gb/p/itmechh2dphwygaz?pid=MOBE9YR6ZRHZNABP,ASUS,12999,12999,0,7743,1103,MOBE9YR6ZRHZNABP,4.1,3 GB
"SAMSUNG Galaxy J2 (White, 8 GB)",https://www.flipkart.com/samsung-galaxy-j2-white-8-gb/p/itmedwngmgzgf56v?pid=MOBEBFQE4WFKV2TF,SAMSUNG,6799,6799,0,20338,2242,MOBEBFQE4WFKV2TF,4.1,1 GB
"Panasonic Eluga Switch (Gun Metal Grey, 32 GB)",https://www.flipkart.com/panasonic-eluga-switch-gun-metal-grey-32-gb/p/itmebfy8efjyx9tb?pid=MOBEBFY87GDXM4HZ,Panasonic,14990,20990,28,269,54,MOBEBFY87GDXM4HZ,3.4,2 GB
"Micromax Doodle4 (Blue, 8 GB)",https://www.flipkart.com/micromax-doodle4-blue-8-gb/p/itmecbdc9gmgspun?pid=MOBECBDCGG4AM6EB,Micromax,9999,9999,0,4,2,MOBECBDCGG4AM6EB,2.5,1 GB
"SAMSUNG Galaxy On7 (Black, 8 GB)",https://www.flipkart.com/samsung-galaxy-on7-black-8-gb/p/itmeuyd9c5adb58r?pid=MOBECCA5SMRSKCNY,SAMSUNG,9977,9977,0,191378,25467,MOBECCA5SMRSKCNY,4.2,1 GB
"Nuvo alpha with free power bank (White, 4 GB)",https://www.flipkart.com/nuvo-alpha-free-power-bank-white-4-gb/p/itmed8kxxdwajrjg?pid=MOBED8KXB8BCGH6W,Nuvo,2849,2999,5,128,12,MOBED8KXB8BCGH6W,3,512 MB
"OPPO Neo 7 4G (Black, 16 GB)",https://www.flipkart.com/oppo-neo-7-4g-black-16-gb/p/itmecrthsbp2mkzt?pid=MOBEDFHCGBZHJ3AK,OPPO,10000,10000,0,2138,466,MOBEDFHCGBZHJ3AK,3.9,1 GB
"MICROSOFT Lumia 550 (White, 8 GB)",https://www.flipkart.com/microsoft-lumia-550-white-8-gb/p/itmeepnpwrwhwzvs?pid=MOBEECMHVGVDYUGF,MICROSOFT,5499,5499,0,895,171,MOBEECMHVGVDYUGF,3.6,1 GB
"Micromax Canvas Pace 4G Q416 Dual Sim - Black (Black, 8 GB)",https://www.flipkart.com/micromax-canvas-pace-4g-q416-dual-sim-black-black-8-gb/p/itmeejg6hertpzeg?pid=MOBEEJG6EKGH8F9J,Micromax,7499,7999,6,68,7,MOBEEJG6EKGH8F9J,3.9,1 GB
"Infocus M535 (Gold, 16 GB)",https://www.flipkart.com/infocus-m535-gold-16-gb/p/itmef3dk6h9x69b7?pid=MOBEF3DK7PHA6CGS,Infocus,8500,8500,0,383,67,MOBEF3DK7PHA6CGS,3.9,2 GB
"Lenovo X2-AP (Gold, 32 GB)",https://www.flipkart.com/lenovo-x2-ap-gold-32-gb/p/itmef966ajbgseja?pid=MOBEF9643YBYZMF7,Lenovo,17499,17499,0,3666,900,MOBEF9643YBYZMF7,3.7,2 GB
"Moto X Play(With Turbo Charger) (White, 16 GB)",https://www.flipkart.com/moto-x-play-with-turbo-charger-white-16-gb/p/itmevt7nbqc3gtaa?pid=MOBEFM5HAFRNSJJA,Motorola,17499,17499,0,61610,9446,MOBEFM5HAFRNSJJA,4.2,2 GB
"ASUS Padfone Mini (White, 8 GB)",https://www.flipkart.com/asus-padfone-mini-white-8-gb/p/itmeuyd9y2z66g3m?pid=MOBEFNFRZNST8WCY,ASUS,12999,12999,0,51,13,MOBEFNFRZNST8WCY,3.4,1 GB
"Moto X (2nd Generation) (Black, 32 GB)",https://www.flipkart.com/moto-x-2nd-generation-black-32-gb/p/itmevt7pswhqcw2y?pid=MOBEFS6SNU8QW7Q2,Motorola,24999,24999,0,6197,1187,MOBEFS6SNU8QW7Q2,4.2,2 GB
"Lenovo Vibe K5 Plus (Dark Grey, 16 GB)",https://www.flipkart.com/lenovo-vibe-k5-plus-dark-grey-16-gb/p/itmf4x2zrsghuxhw?pid=MOBEFSHZTF8A6GAB,Lenovo,6990,6990,0,70972,9091,MOBEFSHZTF8A6GAB,3.9,2 GB
"Micromax Canvas 6 Pro (Black, 16 GB)",https://www.flipkart.com/micromax-canvas-6-pro-black-16-gb/p/itmeg4xwxyjjne8h?pid=MOBEG4XWEXTZ5REG,Micromax,7999,7999,0,1336,272,MOBEG4XWEXTZ5REG,3.8,4 GB
"SAMSUNG Galaxy J7 - 6 (New 2016 Edition) (White, 16 GB)",https://www.flipkart.com/samsung-galaxy-j7-6-new-2016-edition-white-16-gb/p/itmeuyd8sxdssmdv?pid=MOBEG4XWG33HXYT7,SAMSUNG,15299,15585,1,77859,11668,MOBEG4XWG33HXYT7,4.3,2 GB
"SAMSUNG Galaxy J7 - 6 (New 2016 Edition) (Black, 16 GB)",https://www.flipkart.com/samsung-galaxy-j7-6-new-2016-edition-black-16-gb/p/itmeuyd8sxdssmdv?pid=MOBEG4XWMBDGZVEX,SAMSUNG,13800,15014,8,77859,11668,MOBEG4XWMBDGZVEX,4.3,2 GB
"ASUS Zenfone 3 (White, 32 GB)",https://www.flipkart.com/asus-zenfone-3-white-32-gb/p/itmevt7wqgeqf4fy?pid=MOBEHCTFMMYZE6NZ,ASUS,22999,22999,0,5252,1366,MOBEHCTFMMYZE6NZ,4.3,3 GB
"LAVA X17 4G with VoLTE (Champagne & Gold, 8 GB)",https://www.flipkart.com/lava-x17-4g-volte-champagne-gold-8-gb/p/itmeuyd6whuzahv4?pid=MOBEHFNFVQSC3PPZ,LAVA,6600,6600,0,821,155,MOBEHFNFVQSC3PPZ,3.4,1 GB
"GIONEE P5L (Black, 16 GB)",https://www.flipkart.com/gionee-p5l-black-16-gb/p/itmeuydacpyyyymz?pid=MOBEHHT7ZJG62JFS,GIONEE,8040,8040,0,1173,200,MOBEHHT7ZJG62JFS,3.7,1 GB
"Alcatel Idol 4 (Dark Grey, 16 GB)",https://www.flipkart.com/alcatel-idol-4-dark-grey-16-gb/p/itmeuyd8xapvquay?pid=MOBEHWQUA4MGE5HX,Alcatel,16999,16999,0,249,68,MOBEHWQUA4MGE5HX,3.7,3 GB
"Alcatel Idol 4 (Metal Silver, 16 GB)",https://www.flipkart.com/alcatel-idol-4-metal-silver-16-gb/p/itmeuyd8xapvquay?pid=MOBEHWQUNXZACZDG,Alcatel,16999,16999,0,249,68,MOBEHWQUNXZACZDG,3.7,3 GB
"OPPO F1 Plus (Gold, 64 GB)",https://www.flipkart.com/oppo-f1-plus-gold-64-gb/p/itmehzhgq9rsyyzb?pid=MOBEHZHGVQQZBBGC,OPPO,27500,27500,0,1280,395,MOBEHZHGVQQZBBGC,4,4 GB
"Lenovo Vibe K5 Note (Silver, 32 GB)",https://www.flipkart.com/lenovo-vibe-k5-note-silver-32-gb/p/itmejj6kqdnexj8c?pid=MOBEJJ6KTPT6FJPA,Lenovo,9999,9999,0,129439,24466,MOBEJJ6KTPT6FJPA,4.1,3 GB
"Lenovo Vibe K5 Note (Grey, 32 GB)",https://www.flipkart.com/lenovo-vibe-k5-note-grey-32-gb/p/itmejj6k7xcf8fjv?pid=MOBEJJ6KY3QC92QX,Lenovo,9999,9999,0,129439,24466,MOBEJJ6KY3QC92QX,4.1,3 GB
"Lenovo Vibe K5 Note (Grey, 32 GB)",https://www.flipkart.com/lenovo-vibe-k5-note-grey-32-gb/p/itmeuhhcpccgbyjy?pid=MOBEJJ6KYARZGWJC,Lenovo,12199,12199,0,273143,52538,MOBEJJ6KYARZGWJC,4.1,4 GB
"iball Andi 4P Class X (White & Silver, 8 GB)",https://www.flipkart.com/iball-andi-4p-class-x-white-silver-8-gb/p/itmejmbzcm9hmfvu?pid=MOBEJMBZWHSVA5YM,iball,3000,3000,0,114,15,MOBEJMBZWHSVA5YM,3.3,1 GB
"GIONEE F103 Pro (Gold, 16 GB)",https://www.flipkart.com/gionee-f103-pro-gold-16-gb/p/itmf4shcgyrhhbfx?pid=MOBEJWFVRG8D4FA2,GIONEE,8290,8290,0,2841,618,MOBEJWFVRG8D4FA2,3.9,3 GB
"GIONEE F103 Pro (Grey, 16 GB)",https://www.flipkart.com/gionee-f103-pro-grey-16-gb/p/itmf4shcgyrhhbfx?pid=MOBEJWFVSWV4VYEG,GIONEE,8190,8190,0,2841,618,MOBEJWFVSWV4VYEG,3.9,3 GB
"HTC 10 (Topaz Gold, 32 GB)",https://www.flipkart.com/htc-10-topaz-gold-32-gb/p/itmejyrjurb5zas7?pid=MOBEJYRGZNPTRP6A,HTC,56690,56690,0,144,44,MOBEJYRGZNPTRP6A,4.2,4 GB
"Lenovo Vibe K5 Plus (Dark Grey, 16 GB)",https://www.flipkart.com/lenovo-vibe-k5-plus-dark-grey-16-gb/p/itmf4x2zrsghuxhw?pid=MOBEKEF86VVUE8G2,Lenovo,7999,7999,0,187166,31588,MOBEKEF86VVUE8G2,3.9,3 GB
"Lenovo Vibe K5 Plus (Gold, 16 GB)",https://www.flipkart.com/lenovo-vibe-k5-plus-gold-16-gb/p/itmf4x2zrsghuxhw?pid=MOBEKEF8JYGKZCTF,Lenovo,7999,7999,0,187166,31588,MOBEKEF8JYGKZCTF,3.9,3 GB
"OPPO A37f (Gold, 16 GB)",https://www.flipkart.com/oppo-a37f-gold-16-gb/p/itmewd4kzshreqtm?pid=MOBEKGPZBYZZPW3E,OPPO,12000,12000,0,11414,1951,MOBEKGPZBYZZPW3E,4.2,2 GB
"Huawei P9 (Titanium Grey, 32 GB)",https://www.flipkart.com/huawei-p9-titanium-grey-32-gb/p/itmeuyd96fpkjnyb?pid=MOBEKQHY6HAAHCMP,Huawei,39999,39999,0,841,269,MOBEKQHY6HAAHCMP,4.5,3 GB
"Huawei P9 (Mystic Silver, 32 GB)",https://www.flipkart.com/huawei-p9-mystic-silver-32-gb/p/itmeuyd96fpkjnyb?pid=MOBEKQHYS6ZHQRBJ,Huawei,39999,39999,0,841,269,MOBEKQHYS6ZHQRBJ,4.5,3 GB
"Huawei P9 (Prestige Gold, 32 GB)",https://www.flipkart.com/huawei-p9-prestige-gold-32-gb/p/itmeuyd96fpkjnyb?pid=MOBEKQHYZTPZ6FZ5,Huawei,39999,39999,0,841,269,MOBEKQHYZTPZ6FZ5,4.5,3 GB
Honor 8,https://www.flipkart.com/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38EGGJRGNHR,Honor,29999,29999,0,2863,694,MOBEM38EGGJRGNHR,4.4,4 GB
Honor 8,https://www.flipkart.com/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ENZEBZFY5,Honor,30000,30577,1,2863,694,MOBEM38ENZEBZFY5,4.4,4 GB
Honor 8,https://www.flipkart.com/honor-8/p/itmeuydakfewgvk3?pid=MOBEM38ESXH5WDFF,Honor,29999,29999,0,2863,694,MOBEM38ESXH5WDFF,4.4,4 GB
"Itel IT 1508 (Champagne Gold, 8 GB)",https://www.flipkart.com/itel-1508-champagne-gold-8-gb/p/itmemb3rbzv3srmw?pid=MOBEMB3R85VQAXKV,Itel,3449,3449,0,64,10,MOBEMB3R85VQAXKV,3.7,512 MB
"SAMSUNG Galaxy J7 Prime (Black, 16 GB)",https://www.flipkart.com/samsung-galaxy-j7-prime-black-16-gb/p/itmemnhgfyzxzd7t?pid=MOBEMNHF97T55KYZ,SAMSUNG,18328,18328,0,19574,3333,MOBEMNHF97T55KYZ,4.2,3 GB
"SAMSUNG Galaxy J5 Prime (Gold, 16 GB)",https://www.flipkart.com/samsung-galaxy-j5-prime-gold-16-gb/p/itmeshs24q297qsm?pid=MOBEMNHGABKEKCJR,SAMSUNG,14500,14500,0,1205,347,MOBEMNHGABKEKCJR,4,2 GB
"SAMSUNG Galaxy J5 Prime (Black, 16 GB)",https://www.flipkart.com/samsung-galaxy-j5-prime-black-16-gb/p/itmeshs2fpehpdwa?pid=MOBEMNHGUTDKTGYW,SAMSUNG,14500,14500,0,1205,347,MOBEMNHGUTDKTGYW,4,2 GB
"TCL 560 (Dark Grey Hairline, 16 GB)",https://www.flipkart.com/tcl-560-dark-grey-hairline-16-gb/p/itmeuyd66zfs8fuf?pid=MOBEPAXBCMGFQBQH,TCL,8999,8999,0,1988,593,MOBEPAXBCMGFQBQH,3.8,2 GB
"Infocus Epic 1 (Gold, 32 GB)",https://www.flipkart.com/infocus-epic-1-gold-32-gb/p/itmeq62caen3yz7e?pid=MOBEQ62CBHGBHFGZ,Infocus,10999,10999,0,629,188,MOBEQ62CBHGBHFGZ,3.7,3 GB
LYF Water 7S,https://www.flipkart.com/lyf-water-7s/p/itmeuyd7qk8a7bga?pid=MOBEQ87FZ9FQFGHG,LYF,12299,12299,0,1335,264,MOBEQ87FZ9FQFGHG,3.4,3 GB
"LEAGOO M5 (Gold, 16 GB)",https://www.flipkart.com/leagoo-m5-gold-16-gb/p/itmeq8bhxgkfhqdh?pid=MOBEQ8BHYSAYFKCS,LEAGOO,5499,7749,29,0,0,MOBEQ8BHYSAYFKCS,0,2 GB
"Redmi Note 4 (Gold, 64 GB)",https://www.flipkart.com/redmi-note-4-gold-64-gb/p/itmeqg86fjyzkdq8?pid=MOBEQ98MNXHY4RU9,Redmi,11400,11400,0,1340123,213834,MOBEQ98MNXHY4RU9,4.4,4 GB
"Redmi Note 4 (Gold, 32 GB)",https://www.flipkart.com/redmi-note-4-gold-32-gb/p/itmeqgs9gwrfwpf2?pid=MOBEQ98T82CYVHGZ,Redmi,9990,9990,0,643018,111449,MOBEQ98T82CYVHGZ,4.4,3 GB
"Redmi Note 4 (Black, 32 GB)",https://www.flipkart.com/redmi-note-4-black-32-gb/p/itmeqe4htst9587b?pid=MOBEQ98THNGR4FD5,Redmi,10200,10999,7,643018,111449,MOBEQ98THNGR4FD5,4.4,3 GB
"Redmi Note 4 (Dark Grey, 64 GB)",https://www.flipkart.com/redmi-note-4-dark-grey-64-gb/p/itmeqg88cnhyyuaf?pid=MOBEQ98TWG8X4HH3,Redmi,10490,11490,8,1340123,213834,MOBEQ98TWG8X4HH3,4.4,4 GB
"OPPO A37f (Grey, 16 GB)",https://www.flipkart.com/oppo-a37f-grey-16-gb/p/itmewd4kzshreqtm?pid=MOBEQCGVPY6GVHYT,OPPO,10000,10000,0,11414,1951,MOBEQCGVPY6GVHYT,4.2,2 GB
"ASUS Zenfone 3s Max (Black, 32 GB)",https://www.flipkart.com/asus-zenfone-3s-max-black-32-gb/p/itmeqrytx9err2hm?pid=MOBEQRYTF3GWU6FV,ASUS,14999,14999,0,27969,5134,MOBEQRYTF3GWU6FV,4,3 GB
"OPPO A57 (Gold, 32 GB)",https://www.flipkart.com/oppo-a57-gold-32-gb/p/itmeuyd94bswkfzp?pid=MOBEQT93GWRUD5BQ,OPPO,13500,13500,0,7648,1553,MOBEQT93GWRUD5BQ,4.2,3 GB
"Panasonic Eluga Prim (Gold, 16 GB)",https://www.flipkart.com/panasonic-eluga-prim-gold-16-gb/p/itmezg7ahzffzt9c?pid=MOBEQYHWQQ8SZMST,Panasonic,8999,10990,18,869,129,MOBEQYHWQQ8SZMST,3.8,3 GB
"Coolpad Note 3S (White, 32 GB)",https://www.flipkart.com/coolpad-note-3s-white-32-gb/p/itmeregxnxhmg28v?pid=MOBERYWZQXNFCPGF,Coolpad,6499,6499,0,1117,140,MOBERYWZQXNFCPGF,3.7,3 GB
"SAMSUNG Galaxy A7-2017 (Gold Sand, 32 GB)",https://www.flipkart.com/samsung-galaxy-a7-2017-gold-sand-32-gb/p/itmes42jeynqhfq3?pid=MOBES429GPANCACZ,SAMSUNG,25900,25900,0,277,75,MOBES429GPANCACZ,3.9,3 GB
"ViVO Y53 (Crown Gold, 16 GB)",https://www.flipkart.com/vivo-y53-crown-gold-16-gb/p/itmeuydacv5q9kpz?pid=MOBES54VYYPK2HNR,ViVO,11190,11190,0,6002,806,MOBES54VYYPK2HNR,4.2,2 GB
"Micromax Evok Note (Champagne, 32 GB)",https://www.flipkart.com/micromax-evok-note-champagne-32-gb/p/itmeuydqg3hgy5f3?pid=MOBESFK65JWAMVM6,Micromax,17000,17000,0,4162,1006,MOBESFK65JWAMVM6,3.6,3 GB
"GIONEE A1 (Gold, 64 GB)",https://www.flipkart.com/gionee-a1-gold-64-gb/p/itmewqqjyugtgfyc?pid=MOBESGKG2HMVAZ72,GIONEE,8990,8990,0,5943,1023,MOBESGKG2HMVAZ72,4,4 GB
"GIONEE A1 (Black, 64 GB)",https://www.flipkart.com/gionee-a1-black-64-gb/p/itmewqqjyugtgfyc?pid=MOBESGKG94APFNYV,GIONEE,9999,9999,0,5943,1023,MOBESGKG94APFNYV,4,4 GB
"GIONEE A1 (Grey, 64 GB)",https://www.flipkart.com/gionee-a1-grey-64-gb/p/itmeuyd9fyvzm5hy?pid=MOBESGKGQHCTRQPQ,GIONEE,21499,21499,0,5942,1023,MOBESGKGQHCTRQPQ,4,4 GB
"KARA Mega 2 (4G Volte) (Black, 16 GB)",https://www.flipkart.com/kara-mega-2-4g-volte-black-16-gb/p/itmesh9yvynyugxx?pid=MOBESH9YN6D46D7Q,KARA,4600,4600,0,80,9,MOBESH9YN6D46D7Q,3.4,2 GB
"SAMSUNG Galaxy J2 Pro (Gold, 16 GB)",https://www.flipkart.com/samsung-galaxy-j2-pro-gold-16-gb/p/itmeskmtbxykfvpp?pid=MOBESKMTQM7N9BXH,SAMSUNG,10480,10480,0,6982,788,MOBESKMTQM7N9BXH,4.2,2 GB
"SAMSUNG Galaxy J2 Pro (Black, 16 GB)",https://www.flipkart.com/samsung-galaxy-j2-pro-black-16-gb/p/itmeskmtgseavdgg?pid=MOBESKMTUZB6KHUP,SAMSUNG,10480,10480,0,6982,788,MOBESKMTUZB6KHUP,4.2,2 GB
"SAMSUNG Galaxy J7 Prime (Gold, 32 GB)",https://www.flipkart.com/samsung-galaxy-j7-prime-gold-32-gb/p/itmeswzmrpy4gttt?pid=MOBESWZM2Z8GBCHF,SAMSUNG,15995,15995,0,19574,3333,MOBESWZM2Z8GBCHF,4.2,3 GB
"SAMSUNG Galaxy S8 Plus (Midnight Black, 64 GB)",https://www.flipkart.com/samsung-galaxy-s8-plus-midnight-black-64-gb/p/itmethrymujayh4y?pid=MOBESYUWPQW5ZQWV,SAMSUNG,53990,53990,0,2006,338,MOBESYUWPQW5ZQWV,4.6,4 GB
"SAMSUNG Galaxy S8 Plus (Coral Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-s8-plus-coral-blue-64-gb/p/itmethrykawm5u68?pid=MOBESYV77M4Q7AUH,SAMSUNG,53990,53990,0,2006,338,MOBESYV77M4Q7AUH,4.6,4 GB
"SAMSUNG Galaxy S8 Plus (Maple Gold, 64 GB)",https://www.flipkart.com/samsung-galaxy-s8-plus-maple-gold-64-gb/p/itmethry6ccarwmq?pid=MOBESYV7EGGFN3RH,SAMSUNG,53990,53990,0,2006,338,MOBESYV7EGGFN3RH,4.6,4 GB
"Honor Bee 4G (Gold, 8 GB)",https://www.flipkart.com/honor-bee-4g-gold-8-gb/p/itmeteqcdhge9nky?pid=MOBETEZDX3V2QZDG,Honor,7999,8476,5,394,56,MOBETEZDX3V2QZDG,3.7,1 GB
"OPPO F3 (Gold, 64 GB)",https://www.flipkart.com/oppo-f3-gold-64-gb/p/itmff5gpyrsu2prw?pid=MOBETGZ5QQVZF6YC,OPPO,18000,18000,0,52706,8763,MOBETGZ5QQVZF6YC,4.3,4 GB
